nazwa,plec,prawdopodobienstwo,typ_wariantu
ALEH K.,M,0.00020006714875984925,first_initial
ROLAND K.,M,0.00019545451538136182,first_initial
MIKALAI K.,M,0.0001943828934853496,first_initial
SERGIUSZ K.,M,0.0001915873581044481,first_initial
VIKTAR K.,M,0.0001877202008275344,first_initial
NICOLAS K.,M,0.00018375985903792397,first_initial
AMADEUSZ K.,M,0.00018101091591337084,first_initial
OLGIERD K.,M,0.00018045180883719054,first_initial
ARTSIOM K.,M,0.0001759323599713998,first_initial
ZYGFRYD K.,M,0.000174394815511904,first_initial
HENNADII K.,M,0.00016861737572470761,first_initial
PETER K.,M,0.00016745256931599865,first_initial
MAURYCY K.,M,0.00016577524808745775,first_initial
MAKAR K.,M,0.00016409792685891688,first_initial
RAMAN K.,M,0.00016139557599071213,first_initial
ZAKHAR K.,M,0.00015990462378756464,first_initial
EMILIAN K.,M,0.00015915914768599093,first_initial
OLIWER K.,M,0.00015380103820592975,first_initial
HRYHORII K.,M,0.00015366126143688468,first_initial
VADZIM K.,M,0.00015324193112974945,first_initial
MIKITA K.,M,0.00015249645502817574,first_initial
KEWIN K.,M,0.000151750978926602,first_initial
ILYA K.,M,0.00015105209508137663,first_initial
ARSEN K.,M,0.0001484429287258686,first_initial
ION K.,M,0.0001484429287258686,first_initial
BENJAMIN K.,M,0.00014811678293143009,first_initial
VLADIMIR K.,M,0.00014760426811159815,first_initial
MYROSLAV K.,M,0.00014294504247676235,first_initial
NATHAN K.,M,0.00014229275088788534,first_initial
JACOB K.,M,0.0001415472747863116,first_initial
BRUNON K.,M,0.00014070861417204115,first_initial
YURIY K.,M,0.00014056883740299608,first_initial
IURII K.,M,0.00014028928386490593,first_initial
WALENTY K.,M,0.00013907788519984863,first_initial
CHRISTIAN K.,M,0.00013879833166175848,first_initial
HUGO K.,M,0.0001363289420752955,first_initial
ARNOLD K.,M,0.000136002796280857,first_initial
JEREMIASZ K.,M,0.00013586301951181194,first_initial
KIRYL K.,M,0.00013493117438484478,first_initial
AUGUSTYN K.,M,0.00013344022218169733,first_initial
MAX K.,M,0.0001330208918745621,first_initial
ALEKSANDR K.,M,0.00013162312418411136,first_initial
ALEXANDR K.,M,0.00013083105582618927,first_initial
LEOPOLD K.,M,0.0001302253564936606,first_initial
DANYIL K.,M,0.0001291071423413,first_initial
SERGHEI K.,M,0.00012850144300877137,first_initial
OKTAWIAN K.,M,0.00012752300562545585,first_initial
MARKO K.,M,0.0001272434520873657,first_initial
VALERY K.,M,0.00012607864567865676,first_initial
HLIB K.,M,0.00012351607157949705,first_initial
TIMUR K.,M,0.00011936936076449319,first_initial
LEV K.,M,0.00011932276850814484,first_initial
JOHN K.,M,0.00011825114661213261,first_initial
PAUL K.,M,0.00011773863179230066,first_initial
EMANUEL K.,M,0.0001173658937415138,first_initial
KIRIL K.,M,0.00011731930148516544,first_initial
YAN K.,M,0.00011685337892168186,first_initial
HERBERT K.,M,0.00011662041763994008,first_initial
ALI K.,M,0.00011587494153836635,first_initial
ANATOL K.,M,0.00011564198025662456,first_initial
MATTHEW K.,M,0.00011457035836061233,first_initial
MIRON K.,M,0.00011457035836061233,first_initial
OREST K.,M,0.00011401125128443203,first_initial
LIUBOMYR K.,M,0.00011307940615746487,first_initial
KORNELIUSZ K.,M,0.0001130328139011165,first_initial
JONASZ K.,M,0.00011279985261937472,first_initial
ANTHONY K.,M,0.00011228733779954278,first_initial
JUAN K.,M,0.00011228733779954278,first_initial
VLADISLAV K.,M,0.00011154186169796905,first_initial
ARON K.,M,0.00011084297785274368,first_initial
WILHELM K.,M,0.00010986454046942817,first_initial
XAVIER K.,M,0.0001091656566242028,first_initial
NIKOLAS K.,M,0.00010897928759880937,first_initial
JONATAN K.,M,0.00010869973406071922,first_initial
EDWIN K.,M,0.00010814062698453892,first_initial
ALBIN K.,M,0.00010800085021549384,first_initial
LIAM K.,M,0.00010748833539566191,first_initial
MOHAMED K.,M,0.00010688263606313326,first_initial
DAVIT K.,M,0.00010683604380678489,first_initial
KASPER K.,M,0.00010548486837268251,first_initial
CHRISTOPHER K.,M,0.00010511213032189564,first_initial
ADOLF K.,M,0.00010371436263144491,first_initial
VINCENT K.,M,0.00010240977945369088,first_initial
MAXIM K.,M,0.00010227000268464581,first_initial
WALTER K.,M,0.00010227000268464581,first_initial
ARSENII K.,M,0.00010096541950689178,first_initial
PHILIP K.,M,0.00010063927371245328,first_initial
pan KACZMAREK,M,0.001406767210737738,title_surname
KACZMAREK,M,0.001406767210737738,surname_only
PIOTR K.,M,0.03179996043385591,first_initial
KRZYSZTOF K.,M,0.029441553602014725,first_initial
TOMASZ K.,M,0.024843783153302407,first_initial
ANDRZEJ K.,M,0.023936725106712575,first_initial
PAWEŁ K.,M,0.023392853698358192,first_initial
MICHAŁ K.,M,0.022938579198961702,first_initial
JAN K.,M,0.02154905833788462,first_initial
MARCIN K.,M,0.020839504865955476,first_initial
JAKUB K.,M,0.02020668884023208,first_initial
ADAM K.,M,0.018663553309974462,first_initial
ŁUKASZ K.,M,0.017811008203312207,first_initial
MATEUSZ K.,M,0.017592863259089195,first_initial
GRZEGORZ K.,M,0.017223992365579244,first_initial
MAREK K.,M,0.01720372473406771,first_initial
STANISŁAW K.,M,0.016252637005228675,first_initial
WOJCIECH K.,M,0.015633752064153437,first_initial
MARIUSZ K.,M,0.013218456087310907,first_initial
DARIUSZ K.,M,0.013021696988751792,first_initial
MACIEJ K.,M,0.012442695019110746,first_initial
RAFAŁ K.,M,0.012129175726142645,first_initial
ROBERT K.,M,0.011973464405426432,first_initial
KAMIL K.,M,0.011705512339167026,first_initial
ZBIGNIEW K.,M,0.011641168433149943,first_initial
SZYMON K.,M,0.01141174816289063,first_initial
DAWID K.,M,0.011179439172737716,first_initial
KACPER K.,M,0.010815227504862602,first_initial
JACEK K.,M,0.0105854344965525,first_initial
JERZY K.,M,0.01036579860012634,first_initial
BARTOSZ K.,M,0.009558634351147385,first_initial
ARTUR K.,M,0.009240875162851584,first_initial
RYSZARD K.,M,0.008819914126744169,first_initial
JÓZEF K.,M,0.008759670339285743,first_initial
JAROSŁAW K.,M,0.008756781619392145,first_initial
TADEUSZ K.,M,0.008670539352891334,first_initial
SEBASTIAN K.,M,0.00866895521617549,first_initial
DAMIAN K.,M,0.008565287445800393,first_initial
SŁAWOMIR K.,M,0.008429051688237795,first_initial
PATRYK K.,M,0.008397182584895517,first_initial
ANTONI K.,M,0.008231919851627892,first_initial
FILIP K.,M,0.008230382307168396,first_initial
ROMAN K.,M,0.008124757662026668,first_initial
MIROSŁAW K.,M,0.008071595897533191,first_initial
JANUSZ K.,M,0.008067262817692794,first_initial
DANIEL K.,M,0.008008044059874032,first_initial
KAROL K.,M,0.00772518247158315,first_initial
PRZEMYSŁAW K.,M,0.007689306434194914,first_initial
ALEKSANDER K.,M,0.007589226267558641,first_initial
HENRYK K.,M,0.00700332864397804,first_initial
ADRIAN K.,M,0.006967638975615197,first_initial
MIKOŁAJ K.,M,0.006594667963546592,first_initial
FRANCISZEK K.,M,0.006565734172354261,first_initial
DOMINIK K.,M,0.006360355506370699,first_initial
KAZIMIERZ K.,M,0.006174825141591537,first_initial
ARKADIUSZ K.,M,0.006164155514887764,first_initial
WIESŁAW K.,M,0.006063329872149917,first_initial
BARTŁOMIEJ K.,M,0.005873885757837493,first_initial
OLEKSANDR K.,M,0.005828737861435934,first_initial
MARIAN K.,M,0.005548532031756909,first_initial
WIKTOR K.,M,0.005494485014392814,first_initial
KRYSTIAN K.,M,0.005179987284041398,first_initial
LESZEK K.,M,0.005052604055184986,first_initial
RADOSŁAW K.,M,0.004820854172108254,first_initial
WALDEMAR K.,M,0.0047736096241710185,first_initial
IGOR K.,M,0.0044884184230627195,first_initial
HUBERT K.,M,0.004232300789915796,first_initial
BOGDAN K.,M,0.004222190270288202,first_initial
KONRAD K.,M,0.004210588798457461,first_initial
ZDZISŁAW K.,M,0.0039753910884109496,first_initial
MARCEL K.,M,0.0038643617415328123,first_initial
OSKAR K.,M,0.0037719692971940185,first_initial
NIKODEM K.,M,0.0036117851198683637,first_initial
ANDRII K.,M,0.003587463962054521,first_initial
SERHII K.,M,0.003511565176463046,first_initial
MAKSYMILIAN K.,M,0.003509421932671021,first_initial
EDWARD K.,M,0.0033981596245111424,first_initial
MIECZYSŁAW K.,M,0.0032279581120705906,first_initial
LEON K.,M,0.00321095193850344,first_initial
MIŁOSZ K.,M,0.003177358921676274,first_initial
VOLODYMYR K.,M,0.003168506392970086,first_initial
DMYTRO K.,M,0.0030152644618403365,first_initial
WŁADYSŁAW K.,M,0.0029989105798620625,first_initial
OLIWIER K.,M,0.0028971530919972488,first_initial
IVAN K.,M,0.0027884067656801814,first_initial
CZESŁAW K.,M,0.002751412514139585,first_initial
IRENEUSZ K.,M,0.002673044338961647,first_initial
BOGUSŁAW K.,M,0.0026451355774089803,first_initial
MAKSYM K.,M,0.0026102845696604087,first_initial
EUGENIUSZ K.,M,0.0025842860906180247,first_initial
WITOLD K.,M,0.0025281424217182533,first_initial
ALAN K.,M,0.002479406921577871,first_initial
IGNACY K.,M,0.002460117727449651,first_initial
SYLWESTER K.,M,0.0024387318817857546,first_initial
STEFAN K.,M,0.0024270372254423167,first_initial
CEZARY K.,M,0.002244628541838495,first_initial
GABRIEL K.,M,0.0022188164318215045,first_initial
ZYGMUNT K.,M,0.002154425933548074,first_initial
MYKOLA K.,M,0.0021323877962953004,first_initial
JULIAN K.,M,0.002099866401364147,first_initial
TYMON K.,M,0.002044747762104039,first_initial
WŁODZIMIERZ K.,M,0.0020176310689092947,first_initial
VITALII K.,M,0.0019492802288462536,first_initial
TYMOTEUSZ K.,M,0.0018982151158884533,first_initial
VLADYSLAV K.,M,0.0018549309097408288,first_initial
YURII K.,M,0.0018494330234917224,first_initial
NORBERT K.,M,0.001829211984236535,first_initial
MYKHAILO K.,M,0.001825810749523105,first_initial
ZENON K.,M,0.001807593177290897,first_initial
IHOR K.,M,0.0017997656782243728,first_initial
VASYL K.,M,0.0017828060969135705,first_initial
ARTEM K.,M,0.0017501449252133715,first_initial
FABIAN K.,M,0.0017042049604538906,first_initial
OLEH K.,M,0.001647502184477939,first_initial
BŁAŻEJ K.,M,0.0015437878218464939,first_initial
BOHDAN K.,M,0.0014850349865912146,first_initial
VIKTOR K.,M,0.0014456179377205036,first_initial
ERYK K.,M,0.0014100680461267066,first_initial
EMIL K.,M,0.0013829047606756138,first_initial
OLEKSII K.,M,0.001278677883224337,first_initial
DENYS K.,M,0.0012615785251444895,first_initial
NATAN K.,M,0.0011612653972264749,first_initial
RUSLAN K.,M,0.0010894201379373068,first_initial
KSAWERY K.,M,0.0010841552129699423,first_initial
BORYS K.,M,0.0010203238217726918,first_initial
LECH K.,M,0.0010064859216372295,first_initial
YAROSLAV K.,M,0.0010038301630253732,first_initial
PAVLO K.,M,0.0009674416108173056,first_initial
ALIAKSANDR K.,M,0.0009494569998668393,first_initial
OLAF K.,M,0.0009300280289695741,first_initial
WACŁAW K.,M,0.0009183333726261362,first_initial
BRONISŁAW K.,M,0.0009051477640795508,first_initial
REMIGIUSZ K.,M,0.0009037499963891002,first_initial
KAJETAN K.,M,0.0008869767841036913,first_initial
VADYM K.,M,0.0008839948796973963,first_initial
BRUNO K.,M,0.0008639602094676024,first_initial
KUBA K.,M,0.0008227260625993056,first_initial
ANDREI K.,M,0.0008166224770176706,first_initial
ANATOLII K.,M,0.0008112177752812611,first_initial
BERNARD K.,M,0.0007813055467056153,first_initial
BOLESŁAW K.,M,0.0007780906810175786,first_initial
ILLIA K.,M,0.0007552138831505348,first_initial
ANTON K.,M,0.0007348996593826507,first_initial
YEVHEN K.,M,0.0007335484839485483,first_initial
TOBIASZ K.,M,0.0007287028892883191,first_initial
DAVID K.,M,0.0007254880236002825,first_initial
ALBERT K.,M,0.0007149115814092051,first_initial
NAZAR K.,M,0.0006866300818057519,first_initial
ALEXANDER K.,M,0.0006838345464248504,first_initial
GRACJAN K.,M,0.0006737240267972567,first_initial
PETRO K.,M,0.0006678068102410152,first_initial
LUCJAN K.,M,0.0006661760812688227,first_initial
YEVHENII K.,M,0.0006656635664489907,first_initial
SIARHEI K.,M,0.0006645453522966301,first_initial
SEWERYN K.,M,0.0006484710238564466,first_initial
DZMITRY K.,M,0.0006403639712518323,first_initial
EDMUND K.,M,0.0006333751327995787,first_initial
STANISLAV K.,M,0.000631604627058341,first_initial
KORNEL K.,M,0.0006179530959482722,first_initial
DANYLO K.,M,0.0006116165490848954,first_initial
ROMUALD K.,M,0.0006019719520207853,first_initial
OLIVIER K.,M,0.0006006207765866829,first_initial
VALERII K.,M,0.0005959615509518472,first_initial
SZCZEPAN K.,M,0.0005905568492154377,first_initial
MARK K.,M,0.0005760666574910983,first_initial
TARAS K.,M,0.0005702426254475536,first_initial
ALEX K.,M,0.0005584081923350707,first_initial
ERNEST K.,M,0.0005341802190339244,first_initial
KOSTIANTYN K.,M,0.0005264924967364454,first_initial
JOACHIM K.,M,0.0005040350291765368,first_initial
VIACHESLAV K.,M,0.000492480149602144,first_initial
JĘDRZEJ K.,M,0.00048218326094915694,first_initial
ALFRED K.,M,0.00048097186228409966,first_initial
TEODOR K.,M,0.00047864224946668173,first_initial
LEONARD K.,M,0.00047705811275083757,first_initial
LUDWIK K.,M,0.00046443161128043253,first_initial
FELIKS K.,M,0.00046266110553919496,first_initial
MILAN K.,M,0.00045776891862261737,first_initial
LESŁAW K.,M,0.00045576545159963796,first_initial
BOGUMIŁ K.,M,0.0004513857795028923,first_initial
NIKITA K.,M,0.0004399706766975446,first_initial
KYRYLO K.,M,0.0004377342483928234,first_initial
OLIVER K.,M,0.00043237613891276226,first_initial
GERARD K.,M,0.00042794987455966823,first_initial
DANIIL K.,M,0.00042692484492000437,first_initial
JULIUSZ K.,M,0.0004227781341050005,first_initial
PAVEL K.,M,0.00041993600646775064,first_initial
DENIS K.,M,0.000419330307135222,first_initial
MYKYTA K.,M,0.0004192371226225253,first_initial
YEHOR K.,M,0.00041728024785589425,first_initial
ALEKS K.,M,0.0004121550996575749,first_initial
MATVII K.,M,0.0004065174366394236,first_initial
MAKSIM K.,M,0.000385364552257269,first_initial
MICHAEL K.,M,0.0003835008620033347,first_initial
DORIAN K.,M,0.000382755385901761,first_initial
ALIAKSEI K.,M,0.00037935415118833083,first_initial
MARTIN K.,M,0.00037744386867804815,first_initial
OLEG K.,M,0.0003682186019210733,first_initial
NATANIEL K.,M,0.0003661219503853972,first_initial
VALENTYN K.,M,0.0003657492123346103,first_initial
STEPAN K.,M,0.0003598785880347172,first_initial
KLAUDIUSZ K.,M,0.00035726942167920914,first_initial
MIESZKO K.,M,0.0003518647199427996,first_initial
GUSTAW K.,M,0.00034804415492223427,first_initial
SAMUEL K.,M,0.00034627364918099663,first_initial
KONSTANTY K.,M,0.0003440838131326238,first_initial
TYMOFII K.,M,0.000333041448378063,first_initial
GIORGI K.,M,0.0003211604230092317,first_initial
ROSTYSLAV K.,M,0.0003186444411664204,first_initial
DAVYD K.,M,0.00031775918829580156,first_initial
CYPRIAN K.,M,0.00031100331112528967,first_initial
LEO K.,M,0.0003064838622594989,first_initial
EDUARD K.,M,0.0003051792790817449,first_initial
YAUHENI K.,M,0.000298423401911233,first_initial
ALOJZY K.,M,0.00029814384837314285,first_initial
FLORIAN K.,M,0.0002935312149946554,first_initial
BRAJAN K.,M,0.0002866821533114468,first_initial
SERGII K.,M,0.00027838873168143903,first_initial
KEVIN K.,M,0.0002775500710671686,first_initial
BENEDYKT K.,M,0.00027643185691480804,first_initial
NAZARII K.,M,0.00027554660404418923,first_initial
RAJMUND K.,M,0.0002692100571808125,first_initial
ULADZIMIR K.,M,0.0002621280342158621,first_initial
VITALI K.,M,0.0002584006537079935,first_initial
YURY K.,M,0.000256909701504846,first_initial
IWO K.,M,0.00025663014796675586,first_initial
VICTOR K.,M,0.00025574489509613704,first_initial
LEONID K.,M,0.00024856968761848995,first_initial
MIKHAIL K.,M,0.0002440502387526992,first_initial
BENIAMIN K.,M,0.00024162744142258458,first_initial
KORDIAN K.,M,0.00023612955517347836,first_initial
TYMUR K.,M,0.0002340794958941506,first_initial
JEREMI K.,M,0.0002338465346124088,first_initial
MARCELI K.,M,0.00023198284435847449,first_initial
ARIEL K.,M,0.00022993278507914673,first_initial
SVIATOSLAV K.,M,0.00022853501738869599,first_initial
MAXIMILIAN K.,M,0.00022806909482521242,first_initial
ULADZISLAU K.,M,0.00022713724969824524,first_initial
FRYDERYK K.,M,0.00022000863447694648,first_initial
RUDOLF K.,M,0.00021856427453014737,first_initial
IHAR K.,M,0.00021693354555795484,first_initial
ALEKSY K.,M,0.0002168869533016065,first_initial
THOMAS K.,M,0.00021674717653256143,first_initial
ANDRIY K.,M,0.00021553577786750412,first_initial
PATRICK K.,M,0.00020905945423508235,first_initial
OSCAR K.,M,0.0002071025794684513,first_initial
WINCENTY K.,M,0.00020663665690496774,first_initial
DZIANIS K.,M,0.00020649688013592266,first_initial
HIERONIM K.,M,0.00020165128547569342,first_initial
ERWIN K.,M,0.00020048647906698448,first_initial
ALEH K.,M,0.00020006714875984925,first_initial
ROLAND K.,M,0.00019545451538136182,first_initial
MIKALAI K.,M,0.0001943828934853496,first_initial
SERGIUSZ K.,M,0.0001915873581044481,first_initial
VIKTAR K.,M,0.0001877202008275344,first_initial
NICOLAS K.,M,0.00018375985903792397,first_initial
AMADEUSZ K.,M,0.00018101091591337084,first_initial
OLGIERD K.,M,0.00018045180883719054,first_initial
ARTSIOM K.,M,0.0001759323599713998,first_initial
ZYGFRYD K.,M,0.000174394815511904,first_initial
HENNADII K.,M,0.00016861737572470761,first_initial
PETER K.,M,0.00016745256931599865,first_initial
MAURYCY K.,M,0.00016577524808745775,first_initial
MAKAR K.,M,0.00016409792685891688,first_initial
RAMAN K.,M,0.00016139557599071213,first_initial
ZAKHAR K.,M,0.00015990462378756464,first_initial
EMILIAN K.,M,0.00015915914768599093,first_initial
OLIWER K.,M,0.00015380103820592975,first_initial
HRYHORII K.,M,0.00015366126143688468,first_initial
VADZIM K.,M,0.00015324193112974945,first_initial
MIKITA K.,M,0.00015249645502817574,first_initial
KEWIN K.,M,0.000151750978926602,first_initial
ILYA K.,M,0.00015105209508137663,first_initial
ARSEN K.,M,0.0001484429287258686,first_initial
ION K.,M,0.0001484429287258686,first_initial
BENJAMIN K.,M,0.00014811678293143009,first_initial
VLADIMIR K.,M,0.00014760426811159815,first_initial
MYROSLAV K.,M,0.00014294504247676235,first_initial
NATHAN K.,M,0.00014229275088788534,first_initial
JACOB K.,M,0.0001415472747863116,first_initial
BRUNON K.,M,0.00014070861417204115,first_initial
YURIY K.,M,0.00014056883740299608,first_initial
IURII K.,M,0.00014028928386490593,first_initial
WALENTY K.,M,0.00013907788519984863,first_initial
CHRISTIAN K.,M,0.00013879833166175848,first_initial
HUGO K.,M,0.0001363289420752955,first_initial
ARNOLD K.,M,0.000136002796280857,first_initial
JEREMIASZ K.,M,0.00013586301951181194,first_initial
KIRYL K.,M,0.00013493117438484478,first_initial
AUGUSTYN K.,M,0.00013344022218169733,first_initial
MAX K.,M,0.0001330208918745621,first_initial
ALEKSANDR K.,M,0.00013162312418411136,first_initial
ALEXANDR K.,M,0.00013083105582618927,first_initial
LEOPOLD K.,M,0.0001302253564936606,first_initial
DANYIL K.,M,0.0001291071423413,first_initial
SERGHEI K.,M,0.00012850144300877137,first_initial
OKTAWIAN K.,M,0.00012752300562545585,first_initial
MARKO K.,M,0.0001272434520873657,first_initial
VALERY K.,M,0.00012607864567865676,first_initial
HLIB K.,M,0.00012351607157949705,first_initial
TIMUR K.,M,0.00011936936076449319,first_initial
LEV K.,M,0.00011932276850814484,first_initial
JOHN K.,M,0.00011825114661213261,first_initial
PAUL K.,M,0.00011773863179230066,first_initial
EMANUEL K.,M,0.0001173658937415138,first_initial
KIRIL K.,M,0.00011731930148516544,first_initial
YAN K.,M,0.00011685337892168186,first_initial
HERBERT K.,M,0.00011662041763994008,first_initial
ALI K.,M,0.00011587494153836635,first_initial
ANATOL K.,M,0.00011564198025662456,first_initial
MATTHEW K.,M,0.00011457035836061233,first_initial
MIRON K.,M,0.00011457035836061233,first_initial
OREST K.,M,0.00011401125128443203,first_initial
LIUBOMYR K.,M,0.00011307940615746487,first_initial
KORNELIUSZ K.,M,0.0001130328139011165,first_initial
JONASZ K.,M,0.00011279985261937472,first_initial
ANTHONY K.,M,0.00011228733779954278,first_initial
JUAN K.,M,0.00011228733779954278,first_initial
VLADISLAV K.,M,0.00011154186169796905,first_initial
ARON K.,M,0.00011084297785274368,first_initial
WILHELM K.,M,0.00010986454046942817,first_initial
XAVIER K.,M,0.0001091656566242028,first_initial
NIKOLAS K.,M,0.00010897928759880937,first_initial
JONATAN K.,M,0.00010869973406071922,first_initial
EDWIN K.,M,0.00010814062698453892,first_initial
ALBIN K.,M,0.00010800085021549384,first_initial
LIAM K.,M,0.00010748833539566191,first_initial
MOHAMED K.,M,0.00010688263606313326,first_initial
DAVIT K.,M,0.00010683604380678489,first_initial
KASPER K.,M,0.00010548486837268251,first_initial
CHRISTOPHER K.,M,0.00010511213032189564,first_initial
ADOLF K.,M,0.00010371436263144491,first_initial
VINCENT K.,M,0.00010240977945369088,first_initial
MAXIM K.,M,0.00010227000268464581,first_initial
WALTER K.,M,0.00010227000268464581,first_initial
ARSENII K.,M,0.00010096541950689178,first_initial
PHILIP K.,M,0.00010063927371245328,first_initial
pan PIOTROWSKI,M,0.0013824247600086746,title_surname
PIOTROWSKI,M,0.0013824247600086746,surname_only
PIOTR P.,M,0.03179996043385591,first_initial
KRZYSZTOF P.,M,0.029441553602014725,first_initial
TOMASZ P.,M,0.024843783153302407,first_initial
ANDRZEJ P.,M,0.023936725106712575,first_initial
PAWEŁ P.,M,0.023392853698358192,first_initial
MICHAŁ P.,M,0.022938579198961702,first_initial
JAN P.,M,0.02154905833788462,first_initial
MARCIN P.,M,0.020839504865955476,first_initial
JAKUB P.,M,0.02020668884023208,first_initial
ADAM P.,M,0.018663553309974462,first_initial
ŁUKASZ P.,M,0.017811008203312207,first_initial
MATEUSZ P.,M,0.017592863259089195,first_initial
GRZEGORZ P.,M,0.017223992365579244,first_initial
MAREK P.,M,0.01720372473406771,first_initial
STANISŁAW P.,M,0.016252637005228675,first_initial
WOJCIECH P.,M,0.015633752064153437,first_initial
MARIUSZ P.,M,0.013218456087310907,first_initial
DARIUSZ P.,M,0.013021696988751792,first_initial
MACIEJ P.,M,0.012442695019110746,first_initial
RAFAŁ P.,M,0.012129175726142645,first_initial
ROBERT P.,M,0.011973464405426432,first_initial
KAMIL P.,M,0.011705512339167026,first_initial
ZBIGNIEW P.,M,0.011641168433149943,first_initial
SZYMON P.,M,0.01141174816289063,first_initial
DAWID P.,M,0.011179439172737716,first_initial
KACPER P.,M,0.010815227504862602,first_initial
JACEK P.,M,0.0105854344965525,first_initial
JERZY P.,M,0.01036579860012634,first_initial
BARTOSZ P.,M,0.009558634351147385,first_initial
ARTUR P.,M,0.009240875162851584,first_initial
RYSZARD P.,M,0.008819914126744169,first_initial
JÓZEF P.,M,0.008759670339285743,first_initial
JAROSŁAW P.,M,0.008756781619392145,first_initial
TADEUSZ P.,M,0.008670539352891334,first_initial
SEBASTIAN P.,M,0.00866895521617549,first_initial
DAMIAN P.,M,0.008565287445800393,first_initial
SŁAWOMIR P.,M,0.008429051688237795,first_initial
PATRYK P.,M,0.008397182584895517,first_initial
ANTONI P.,M,0.008231919851627892,first_initial
FILIP P.,M,0.008230382307168396,first_initial
ROMAN P.,M,0.008124757662026668,first_initial
MIROSŁAW P.,M,0.008071595897533191,first_initial
JANUSZ P.,M,0.008067262817692794,first_initial
DANIEL P.,M,0.008008044059874032,first_initial
KAROL P.,M,0.00772518247158315,first_initial
PRZEMYSŁAW P.,M,0.007689306434194914,first_initial
ALEKSANDER P.,M,0.007589226267558641,first_initial
HENRYK P.,M,0.00700332864397804,first_initial
ADRIAN P.,M,0.006967638975615197,first_initial
MIKOŁAJ P.,M,0.006594667963546592,first_initial
FRANCISZEK P.,M,0.006565734172354261,first_initial
DOMINIK P.,M,0.006360355506370699,first_initial
KAZIMIERZ P.,M,0.006174825141591537,first_initial
ARKADIUSZ P.,M,0.006164155514887764,first_initial
WIESŁAW P.,M,0.006063329872149917,first_initial
BARTŁOMIEJ P.,M,0.005873885757837493,first_initial
OLEKSANDR P.,M,0.005828737861435934,first_initial
MARIAN P.,M,0.005548532031756909,first_initial
WIKTOR P.,M,0.005494485014392814,first_initial
KRYSTIAN P.,M,0.005179987284041398,first_initial
LESZEK P.,M,0.005052604055184986,first_initial
RADOSŁAW P.,M,0.004820854172108254,first_initial
WALDEMAR P.,M,0.0047736096241710185,first_initial
IGOR P.,M,0.0044884184230627195,first_initial
HUBERT P.,M,0.004232300789915796,first_initial
BOGDAN P.,M,0.004222190270288202,first_initial
KONRAD P.,M,0.004210588798457461,first_initial
ZDZISŁAW P.,M,0.0039753910884109496,first_initial
MARCEL P.,M,0.0038643617415328123,first_initial
OSKAR P.,M,0.0037719692971940185,first_initial
NIKODEM P.,M,0.0036117851198683637,first_initial
ANDRII P.,M,0.003587463962054521,first_initial
SERHII P.,M,0.003511565176463046,first_initial
MAKSYMILIAN P.,M,0.003509421932671021,first_initial
EDWARD P.,M,0.0033981596245111424,first_initial
MIECZYSŁAW P.,M,0.0032279581120705906,first_initial
LEON P.,M,0.00321095193850344,first_initial
MIŁOSZ P.,M,0.003177358921676274,first_initial
VOLODYMYR P.,M,0.003168506392970086,first_initial
DMYTRO P.,M,0.0030152644618403365,first_initial
WŁADYSŁAW P.,M,0.0029989105798620625,first_initial
OLIWIER P.,M,0.0028971530919972488,first_initial
IVAN P.,M,0.0027884067656801814,first_initial
CZESŁAW P.,M,0.002751412514139585,first_initial
IRENEUSZ P.,M,0.002673044338961647,first_initial
BOGUSŁAW P.,M,0.0026451355774089803,first_initial
MAKSYM P.,M,0.0026102845696604087,first_initial
EUGENIUSZ P.,M,0.0025842860906180247,first_initial
WITOLD P.,M,0.0025281424217182533,first_initial
ALAN P.,M,0.002479406921577871,first_initial
IGNACY P.,M,0.002460117727449651,first_initial
SYLWESTER P.,M,0.0024387318817857546,first_initial
STEFAN P.,M,0.0024270372254423167,first_initial
CEZARY P.,M,0.002244628541838495,first_initial
GABRIEL P.,M,0.0022188164318215045,first_initial
ZYGMUNT P.,M,0.002154425933548074,first_initial
MYKOLA P.,M,0.0021323877962953004,first_initial
JULIAN P.,M,0.002099866401364147,first_initial
TYMON P.,M,0.002044747762104039,first_initial
WŁODZIMIERZ P.,M,0.0020176310689092947,first_initial
VITALII P.,M,0.0019492802288462536,first_initial
TYMOTEUSZ P.,M,0.0018982151158884533,first_initial
VLADYSLAV P.,M,0.0018549309097408288,first_initial
YURII P.,M,0.0018494330234917224,first_initial
NORBERT P.,M,0.001829211984236535,first_initial
MYKHAILO P.,M,0.001825810749523105,first_initial
ZENON P.,M,0.001807593177290897,first_initial
IHOR P.,M,0.0017997656782243728,first_initial
VASYL P.,M,0.0017828060969135705,first_initial
ARTEM P.,M,0.0017501449252133715,first_initial
FABIAN P.,M,0.0017042049604538906,first_initial
OLEH P.,M,0.001647502184477939,first_initial
BŁAŻEJ P.,M,0.0015437878218464939,first_initial
BOHDAN P.,M,0.0014850349865912146,first_initial
VIKTOR P.,M,0.0014456179377205036,first_initial
ERYK P.,M,0.0014100680461267066,first_initial
EMIL P.,M,0.0013829047606756138,first_initial
OLEKSII P.,M,0.001278677883224337,first_initial
DENYS P.,M,0.0012615785251444895,first_initial
NATAN P.,M,0.0011612653972264749,first_initial
RUSLAN P.,M,0.0010894201379373068,first_initial
KSAWERY P.,M,0.0010841552129699423,first_initial
